system:index,biome_id,distance_to_water_m,ecoregion_id,elevation,human_modification,landcover_class,location_id,slope,soil_organic_carbon,soil_ph,worldclim_bio01,worldclim_bio12,.geo
342_0,3.0,42.42640687119285,553,1856,0.49838504,10,190343.0,8.481071,9,57,168.0,1519.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
343_0,3.0,800.49984384758,553,1756,0.27722234,10,190344.0,9.07745,9,54,160.0,1930.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
344_0,1.0,284.60498941515414,451,1644,0.33890033,10,190345.0,15.225796,10,54,186.0,3179.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
345_0,2.0,1047.8549517943788,545,1232,0.42467386,10,190346.0,4.4447575,5,57,213.0,1233.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
346_0,13.0,590.9314681077662,605,616,0.28934783,20,190347.0,1.0596468,4,66,248.0,743.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
347_0,3.0,390.0,553,1481,0.802998,50,190348.0,1.3305615,5,64,197.0,1267.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
348_0,1.0,782.3042886243179,494,1179,0.052289754,10,190349.0,3.7487717,9,52,201.0,1345.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
349_0,1.0,390.0,450,126,0.437253,10,190350.0,7.0926423,6,57,253.0,2341.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
350_0,2.0,603.7383539249432,527,290,0.6553943,30,190351.0,1.6829908,5,59,264.0,3022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
351_0,1.0,611.8823416311342,506,2747,0.19031009,10,190352.0,4.4460554,20,48,110.0,2361.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
352_0,1.0,551.5432893255071,450,354,0.16679007,10,190353.0,6.176503,5,55,245.0,1682.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
353_0,1.0,787.4642849044013,450,1191,0.3068558,10,190354.0,1.6902317,9,52,200.0,1887.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
354_0,3.0,134.1640786499874,553,3016,0.28723043,10,190355.0,2.6740446,15,50,94.0,1674.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
355_0,1.0,1015.1354589413179,502,1814,0.17959595,10,190356.0,21.01558,15,50,159.0,1314.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
356_0,1.0,872.066511224918,502,2017,0.12581213,10,190357.0,10.502261,17,50,171.0,1446.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
357_0,3.0,123.69316876852982,553,2015,0.18478186,10,190358.0,10.617341,11,54,168.0,1878.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
358_0,1.0,421.07006542854594,494,283,0.13363628,10,190359.0,1.5405679,8,66,247.0,1433.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
359_0,3.0,150.0,553,2259,0.32452253,10,190360.0,18.569553,14,51,126.0,1256.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
360_0,1.0,258.0697580112788,494,1445,0.42136973,10,190361.0,1.587595,7,53,178.0,2085.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
361_0,1.0,284.60498941515414,451,1644,0.33890033,10,190362.0,15.225796,10,54,186.0,3179.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
362_0,3.0,547.4486277268397,553,2305,0.3034375,10,190363.0,17.780157,12,51,158.0,1769.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
363_0,1.0,256.3201123595259,451,1886,0.27754468,10,190364.0,14.815736,12,52,167.0,2371.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
364_0,3.0,123.69316876852982,553,2305,0.3378223,10,190365.0,6.15987,8,54,152.0,1252.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
365_0,2.0,241.86773244895647,528,733,0.27692434,20,190366.0,1.2696427,4,69,237.0,1284.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
366_0,3.0,474.3416490252569,559,2631,0.41865695,40,190367.0,11.798949,4,65,148.0,858.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
367_0,1.0,510.8815909777921,453,1653,0.120169036,10,190368.0,7.7884297,10,54,187.0,1466.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
368_0,1.0,429.5346318982906,451,1340,0.18846233,10,190369.0,12.895843,8,57,208.0,1576.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
369_0,3.0,700.3570517957252,553,1507,0.2683198,10,190370.0,1.4618582,8,53,185.0,1919.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
370_0,1.0,450.99889135118724,494,214,0.29819006,10,190371.0,0.7831023,5,58,253.0,2740.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
371_0,1.0,1265.7013865837393,494,245,0.12776665,10,190372.0,2.9660423,8,67,251.0,1264.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
372_0,1.0,400.24992192379,502,654,0.44142032,30,190373.0,1.2900435,8,56,248.0,3548.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
373_0,1.0,94.86832980505139,514,751,0.85908777,20,190374.0,2.2072515,4,72,233.0,908.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
374_0,14.0,30.0,613,9,0.6259576,80,190375.0,1.157773,4,56,272.0,2624.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
375_0,1.0,429.5346318982906,451,1340,0.18846233,10,190376.0,12.895843,8,57,208.0,1576.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
376_0,1.0,30.0,450,7,0.1947623,10,190377.0,0.04178514,5,57,263.0,3143.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
377_0,1.0,496.58836071740546,451,1402,0.25660944,10,190378.0,2.6743186,7,53,191.0,1404.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
378_0,3.0,700.3570517957252,553,1507,0.2683198,10,190379.0,1.4618582,8,53,185.0,1919.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
379_0,3.0,335.4101966249685,553,933,0.27838156,10,190380.0,7.267356,9,55,227.0,3359.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
380_0,3.0,384.1874542459709,553,1019,0.46631858,10,190381.0,0.9980345,6,59,232.0,1402.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
381_0,4.0,513.5172830587107,563,1346,0.20666772,10,190382.0,3.6601279,21,53,55.0,1619.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
382_0,1.0,1583.1929762350514,465,247,0.004211116,10,190383.0,3.239648,5,47,242.0,2456.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
383_0,-9999.0,30.0,-9999,279,0.0,30,190384.0,22.07332,9,66,141.0,189.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
384_0,1.0,0.0,470,29,0.21593156,10,190385.0,1.1325389,10,61,261.0,2825.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
385_0,7.0,323.10988842807024,574,52,0.31337002,40,190386.0,0.44660443,3,64,181.0,1196.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
386_0,7.0,150.0,574,62,0.2358887,40,190387.0,0.3785581,4,60,183.0,1279.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
387_0,7.0,391.15214431215895,574,74,0.16690715,30,190388.0,0.9664012,4,61,183.0,1268.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
388_0,7.0,366.1966684720111,574,171,0.17574473,30,190389.0,0.35443935,4,55,178.0,1261.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
389_0,7.0,308.86890422961005,574,30,0.3145151,30,190390.0,0.77725565,3,63,182.0,1192.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
390_0,7.0,150.0,574,52,0.1568296,30,190391.0,0.4146985,4,64,182.0,1223.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
391_0,7.0,256.3201123595259,574,89,0.27773434,30,190392.0,0.20208082,4,62,179.0,1210.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
392_0,7.0,42.42640687119285,574,44,0.51275134,40,190393.0,0.56458455,3,62,182.0,1168.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
393_0,7.0,295.4657340538831,574,63,0.33834726,40,190394.0,0.31375918,4,64,180.0,1208.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
394_0,4.0,161.55494421403512,563,1073,0.23944218,10,190395.0,6.3789735,18,50,72.0,1823.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
395_0,4.0,42.42640687119285,563,191,0.22055294,30,190396.0,4.1967354,17,61,118.0,2131.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
396_0,4.0,67.0820393249937,563,152,0.10961822,10,190397.0,6.485436,19,53,100.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
397_0,4.0,201.24611797498108,563,853,0.24676152,10,190398.0,5.6945877,18,51,80.0,1935.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
398_0,4.0,458.91175622335066,563,1349,0.16455688,10,190399.0,2.2367682,22,53,61.0,1606.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
399_0,4.0,67.0820393249937,563,528,0.096729495,10,190400.0,4.4507093,20,52,96.0,2377.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
400_0,4.0,0.0,563,3,0.06848206,80,190401.0,3.4006028,19,59,114.0,2296.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
401_0,4.0,0.0,563,1,-9999.0,80,190402.0,0.29901478,14,62,108.0,1964.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
402_0,12.0,120.0,596,423,0.4400197,10,190403.0,7.4401464,8,65,130.0,885.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
403_0,4.0,30.0,563,299,0.3792116,10,190404.0,4.140579,18,50,107.0,2543.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
404_0,7.0,295.4657340538831,574,43,0.3145151,30,190405.0,0.6384908,4,64,181.0,1196.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
405_0,7.0,42.42640687119285,574,40,0.4453555,30,190406.0,0.48363358,4,63,182.0,1169.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
406_0,7.0,189.73665961010278,574,57,0.18699427,40,190407.0,0.4227478,4,64,179.0,1190.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
407_0,7.0,375.89892258425004,574,33,0.3397014,40,190408.0,0.7345594,4,62,182.0,1191.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
408_0,7.0,134.1640786499874,574,86,0.44397116,40,190409.0,0.31502682,3,65,179.0,1204.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
409_0,7.0,335.4101966249685,574,60,0.56214947,30,190410.0,0.2449887,3,64,180.0,1186.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
410_0,7.0,391.15214431215895,574,164,0.16359623,30,190411.0,0.4461281,4,56,179.0,1260.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
411_0,4.0,94.86832980505139,563,347,0.15418601,10,190412.0,0.7833499,15,51,94.0,2307.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
412_0,4.0,201.24611797498108,563,853,0.24676152,10,190413.0,5.6945877,18,51,80.0,1935.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
413_0,4.0,494.77267507411926,563,1263,0.16458216,10,190414.0,2.6729276,20,51,60.0,1608.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
414_0,4.0,458.91175622335066,563,1349,0.16455688,10,190415.0,2.2367682,22,53,61.0,1606.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
415_0,4.0,42.42640687119285,563,341,0.3277392,30,190416.0,1.8824685,14,51,105.0,2535.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
416_0,4.0,458.91175622335066,563,1349,0.16455688,10,190417.0,2.2367682,22,53,61.0,1606.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
417_0,4.0,201.24611797498108,563,853,0.24676152,10,190418.0,5.6945877,18,51,80.0,1935.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
418_0,4.0,67.0820393249937,563,1250,0.15247999,10,190419.0,11.107607,15,50,60.0,1604.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
419_0,4.0,201.24611797498108,563,853,0.24676152,10,190420.0,5.6945877,18,51,80.0,1935.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
420_0,12.0,120.0,596,423,0.4400197,10,190421.0,7.4401464,8,65,130.0,885.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_0,7.0,67.0820393249937,574,67,0.19627069,30,190422.0,0.32604936,3,65,182.0,1243.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
422_0,13.0,67.0820393249937,607,54,0.54931194,60,190423.0,1.2196822,2,78,226.0,161.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
423_0,4.0,134.1640786499874,563,541,0.15529221,10,190424.0,2.3940792,17,50,85.0,2248.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
424_0,4.0,94.86832980505139,563,347,0.15418601,10,190425.0,0.7833499,15,51,94.0,2307.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
425_0,4.0,30.0,563,299,0.3792116,10,190426.0,4.140579,18,50,107.0,2543.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
426_0,-9999.0,0.0,-9999,13,0.085853204,20,190427.0,2.530317,6,73,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
427_0,7.0,108.16653826391968,574,73,0.3460384,40,190428.0,0.23698671,3,63,179.0,1185.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
428_0,7.0,241.86773244895647,574,56,0.29151347,40,190429.0,0.2806188,4,65,179.0,1186.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
429_0,7.0,228.47319317591726,574,50,0.26915127,30,190430.0,0.68898946,4,63,182.0,1218.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
430_0,7.0,94.86832980505139,574,85,0.32691872,30,190431.0,0.044791162,4,62,181.0,1247.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
431_0,13.0,84.8528137423857,607,51,0.06603811,20,190432.0,1.3393278,2,77,230.0,147.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
432_0,4.0,0.0,563,29,0.13052727,10,190433.0,4.3879395,16,52,113.0,2282.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
433_0,4.0,42.42640687119285,563,341,0.3277392,30,190434.0,1.8824685,14,51,105.0,2535.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
434_0,12.0,150.0,596,488,0.4447322,10,190435.0,15.120693,8,65,131.0,877.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
435_0,4.0,0.0,563,220,0.2830197,30,190436.0,8.560266,24,48,106.0,2337.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
436_0,13.0,0.0,607,93,0.17793718,20,190437.0,3.2636554,2,76,228.0,132.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
437_0,13.0,60.0,607,45,0.36570203,20,190438.0,1.5439528,1,79,225.0,164.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
438_0,7.0,30.0,574,22,0.30073723,40,190439.0,0.34060442,6,59,183.0,1183.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
439_0,7.0,379.47331922020555,574,56,0.41076347,40,190440.0,0.38728455,4,64,180.0,1192.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
440_0,7.0,94.86832980505139,574,85,0.32691872,30,190441.0,0.044791162,4,62,181.0,1247.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
441_0,7.0,256.3201123595259,574,51,0.41620907,30,190442.0,0.32066494,4,65,180.0,1178.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
442_0,7.0,323.10988842807024,574,52,0.31337002,40,190443.0,0.44660443,3,64,181.0,1196.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
443_0,7.0,408.0441152620633,574,84,0.31630656,40,190444.0,0.5522538,4,63,179.0,1208.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
444_0,7.0,375.89892258425004,574,33,0.3397014,40,190445.0,0.7345594,4,62,182.0,1191.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
445_0,4.0,458.91175622335066,563,1349,0.16455688,10,190446.0,2.2367682,22,53,61.0,1606.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
446_0,4.0,0.0,563,92,0.14514859,10,190447.0,2.0169535,23,45,103.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
447_0,4.0,120.0,563,1881,0.4171815,60,190448.0,13.1606865,8,71,100.0,500.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
448_0,12.0,67.0820393249937,422,1189,0.015440886,30,190449.0,2.90114,8,67,121.0,267.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
449_0,7.0,0.0,574,43,0.38952768,10,190450.0,0.36207375,4,63,181.0,1174.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
450_0,7.0,210.0,574,33,0.49303764,40,190451.0,0.39070582,3,61,180.0,1110.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
451_0,7.0,42.42640687119285,574,40,0.4453555,30,190452.0,0.48363358,4,63,182.0,1169.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
452_0,7.0,120.0,574,33,0.15408483,40,190453.0,0.5517438,4,62,182.0,1218.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
453_0,4.0,169.7056274847714,563,491,0.16687526,10,190454.0,5.679199,16,51,86.0,2257.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
454_0,4.0,42.42640687119285,563,191,0.22055294,30,190455.0,4.1967354,17,61,118.0,2131.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
455_0,4.0,120.0,563,52,0.18512405,10,190456.0,0.7509251,21,49,107.0,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
456_0,12.0,212.13203435596427,596,281,0.7313199,10,190457.0,0.5686023,4,70,136.0,846.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
457_0,4.0,254.5584412271571,563,177,0.23217607,10,190458.0,0.56354475,22,47,99.0,2386.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
458_0,1.0,0.0,470,3,0.5086661,50,190459.0,0.149699,11,69,-9999.0,-9999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
459_0,7.0,42.42640687119285,574,63,0.25373015,40,190460.0,0.6692245,4,61,178.0,1180.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
460_0,7.0,391.15214431215895,574,164,0.16359623,30,190461.0,0.4461281,4,56,179.0,1260.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
461_0,4.0,94.86832980505139,563,347,0.15418601,10,190462.0,0.7833499,15,51,94.0,2307.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
462_0,4.0,618.4658438426491,563,115,0.28474277,30,190463.0,3.0684817,12,55,120.0,1734.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
463_0,4.0,134.1640786499874,563,562,0.27484015,10,190464.0,8.584538,23,47,85.0,2254.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
464_0,4.0,30.0,563,57,0.17001471,10,190465.0,1.635109,18,47,106.0,1970.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
465_0,7.0,108.16653826391968,574,73,0.3460384,40,190466.0,0.23698671,3,63,179.0,1185.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
466_0,7.0,161.55494421403512,574,52,0.34322742,30,190467.0,0.35139963,3,63,184.0,1262.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
467_0,13.0,60.0,607,45,0.36570203,20,190468.0,1.5439528,1,79,225.0,164.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
468_0,4.0,30.0,563,299,0.3792116,10,190469.0,4.140579,18,50,107.0,2543.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
469_0,4.0,30.0,563,57,0.17001471,10,190470.0,1.635109,18,47,106.0,1970.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
470_0,13.0,630.7138812488591,437,77,0.12526341,30,190471.0,0.16464643,2,81,227.0,594.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
471_0,4.0,553.1726674375732,563,1203,0.20820567,10,190472.0,5.8945208,19,54,65.0,1598.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
472_0,12.0,94.86832980505139,422,976,0.020558355,30,190473.0,21.374247,8,67,118.0,280.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
473_0,4.0,201.24611797498108,563,853,0.24676152,10,190474.0,5.6945877,18,51,80.0,1935.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
474_0,4.0,201.24611797498108,563,853,0.24676152,10,190475.0,5.6945877,18,51,80.0,1935.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
475_0,7.0,295.4657340538831,574,63,0.33834726,40,190476.0,0.31375918,4,64,180.0,1208.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
476_0,4.0,458.91175622335066,563,1349,0.16455688,10,190477.0,2.2367682,22,53,61.0,1606.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
477_0,4.0,67.0820393249937,563,152,0.10961822,10,190478.0,6.485436,19,53,100.0,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
478_0,7.0,108.16653826391968,574,65,0.39976558,40,190479.0,0.44085953,4,61,179.0,1186.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
479_0,7.0,349.85711369071805,574,29,0.4071855,40,190480.0,0.44370836,4,63,182.0,1190.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
480_0,7.0,270.0,574,47,0.30871078,30,190481.0,0.3494788,4,63,183.0,1219.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
481_0,7.0,108.16653826391968,574,65,0.39976558,40,190482.0,0.44085953,4,61,179.0,1186.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
482_0,7.0,254.5584412271571,574,50,0.2955431,30,190483.0,0.14896703,4,64,179.0,1185.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
483_0,4.0,494.77267507411926,563,1263,0.16458216,10,190484.0,2.6729276,20,51,60.0,1608.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
484_0,4.0,458.91175622335066,563,1349,0.16455688,10,190485.0,2.2367682,22,53,61.0,1606.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
485_0,1.0,67.0820393249937,471,17,0.36682242,10,190486.0,0.3096072,6,53,265.0,4300.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
486_0,7.0,540.8326913195983,574,74,0.27964184,40,190487.0,0.5034237,4,64,180.0,1206.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
487_0,4.0,458.91175622335066,563,1349,0.16455688,10,190488.0,2.2367682,22,53,61.0,1606.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
488_0,4.0,513.5172830587107,563,1346,0.20666772,10,190489.0,3.6601279,21,53,55.0,1619.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
489_0,4.0,502.8916384272063,563,1257,0.16380577,10,190490.0,1.3620628,20,53,60.0,1609.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
490_0,7.0,284.60498941515414,574,60,0.38700014,30,190491.0,0.5491032,4,63,181.0,1204.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
491_0,7.0,123.69316876852982,574,45,0.15733525,40,190492.0,0.1993769,3,62,182.0,1221.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
492_0,4.0,458.91175622335066,563,1349,0.16455688,10,190493.0,2.2367682,22,53,61.0,1606.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
493_0,4.0,30.0,563,57,0.18401295,30,190494.0,2.4477167,21,50,107.0,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
494_0,12.0,150.0,596,488,0.4447322,10,190495.0,15.120693,8,65,131.0,877.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
495_0,14.0,0.0,612,2,0.44961995,80,190496.0,0.1965957,11,69,265.0,1102.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
496_0,7.0,276.5863337187866,574,38,0.41051883,30,190497.0,0.3206425,3,62,183.0,1241.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
497_0,7.0,67.0820393249937,574,37,0.5829136,40,190498.0,0.41556942,4,66,182.0,1169.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
498_0,4.0,0.0,563,29,0.13052727,10,190499.0,4.3879395,16,52,113.0,2282.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
499_0,4.0,152.97058540778355,563,362,0.17533195,10,190500.0,7.5641947,18,51,89.0,2259.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
500_0,1.0,258.0697580112788,468,52,0.33956409,10,190501.0,0.65569115,9,67,263.0,1183.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
501_0,4.0,553.1726674375732,563,1203,0.20820567,10,190502.0,5.8945208,19,54,65.0,1598.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
502_0,7.0,161.55494421403512,574,52,0.34322742,30,190503.0,0.35139963,3,63,184.0,1262.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
503_0,7.0,120.0,574,33,0.15408483,40,190504.0,0.5517438,4,62,182.0,1218.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
504_0,7.0,271.66155414412253,574,53,0.23546332,40,190505.0,0.632154,4,63,182.0,1225.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
505_0,4.0,0.0,563,220,0.2830197,30,190506.0,8.560266,24,48,106.0,2337.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
506_0,4.0,67.0820393249937,563,390,0.117831245,10,190507.0,3.7119615,19,52,108.0,2365.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
507_0,4.0,0.0,563,803,0.21528368,10,190508.0,6.418101,14,51,91.0,1797.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
508_0,4.0,30.0,563,422,0.09906463,10,190509.0,11.784654,19,51,106.0,2393.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
509_0,4.0,67.0820393249937,563,528,0.096729495,10,190510.0,4.4507093,20,52,96.0,2377.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
510_0,7.0,241.86773244895647,574,56,0.29151347,40,190511.0,0.2806188,4,65,179.0,1186.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
511_0,4.0,42.42640687119285,563,341,0.3277392,30,190512.0,1.8824685,14,51,105.0,2535.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
512_0,7.0,391.15214431215895,574,74,0.16690715,30,190513.0,0.9664012,4,61,183.0,1268.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
513_0,7.0,161.55494421403512,574,52,0.16583265,30,190514.0,0.06739505,4,64,180.0,1165.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
514_0,7.0,212.13203435596427,574,45,0.50474966,30,190515.0,0.42834428,4,64,181.0,1186.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
515_0,2.0,700.3570517957252,544,483,0.08098027,20,190516.0,7.238456,3,68,219.0,442.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
516_0,12.0,84.8528137423857,596,221,0.34546217,10,190517.0,0.5546764,6,61,127.0,1352.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
517_0,1.0,0.0,471,87,0.1308309,10,190518.0,4.1691003,13,52,262.0,4424.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
518_0,7.0,42.42640687119285,574,70,0.18687457,40,190519.0,0.20573996,4,63,182.0,1244.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
519_0,7.0,228.47319317591726,574,50,0.26915127,30,190520.0,0.68898946,4,63,182.0,1218.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
